DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 18:12:34.066675-03:00,R$ 8.950.000,"Avenida Floresta, Residencial Aldeia do Vale",750 m²,4,7,7,R$ 1.500,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.067119-03:00,R$ 2.999.000,"Avenida Alphaville Flamboyant, Residencial Alphaville Flamboyant",330 m²,4,2,5,R$ 1,,casas-de-condominio
2021-08-05 18:12:34.067566-03:00,R$ 1.200.000,"Jardim Atlântico, Goiânia",420 m²,5,3,3,R$ 435,,casas-de-condominio
2021-08-05 18:12:34.068019-03:00,R$ 2.400.000,"Rua GV10, Residencial Granville",510 m²,4,6,7,,,casas-de-condominio
2021-08-05 18:12:34.068366-03:00,R$ 5.500.000,"Residencial Aldeia do Vale, Goiânia",468 m²,5,5,8,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.068803-03:00,R$ 1.550.000,"Rua GGC24, Residencial Goiânia Golfe Clube",260 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.069152-03:00,R$ 3.600.000,"Rua Canoas, Alphaville Araguaia",506 m²,6,4,8,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.069648-03:00,R$ 4.987.900,"Residencial Aldeia do Vale, Goiânia",500 m²,6,6,7,,,casas-de-condominio
2021-08-05 18:12:34.070285-03:00,R$ 9.800.000,"Residencial Alphaville Flamboyant, Goiânia",1100 m²,5,6,7,R$ 1.500,R$ 2.800,casas-de-condominio
2021-08-05 18:12:34.071110-03:00,R$ 3.900.000,"Alameda das Amendoeiras, Residencial Aldeia do Vale",660 m²,4,6,8,,,casas-de-condominio
2021-08-05 18:12:34.072349-03:00,R$ 3.500.000,"Jardins Munique, Goiânia",530 m²,5,4,7,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.073114-03:00,R$ 4.300.000,"Avenida Catléia, Residencial Alphaville Flamboyant",437 m²,5,,7,,,casas-de-condominio
2021-08-05 18:12:34.073779-03:00,R$ 5.800.000,"Avenida Diógenes Dolival Sampaio, Jardins Paris",528 m²,4,,6,,,casas-de-condominio
2021-08-05 18:12:34.074611-03:00,R$ 7.500.000,"Rua Lupus, ALPHAVILLE CRUZEIRO DO SUL",741 m²,4,7,8,,,casas-de-condominio
2021-08-05 18:12:34.075256-03:00,R$ 3.850.000,"Jardins Munique, Goiânia",550 m²,5,4,5,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.075936-03:00,R$ 2.800.000,"Avenida dos Jardins, Jardins Verona",323 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.076547-03:00,R$ 5.200.000,"Alphaville Flamboyant, Goiânia",500 m²,4,4,6,R$ 1.000,,casas-de-condominio
2021-08-05 18:12:34.077234-03:00,R$ 2.800.000,"Jardins Verona, Goiânia",395 m²,4,6,6,R$ 830,R$ 292,casas-de-condominio
2021-08-05 18:12:34.078077-03:00,R$ 3.300.000,"Residencial Aldeia do Vale, Goiânia",372 m²,3,2,5,R$ 1.400,,casas-de-condominio
2021-08-05 18:12:34.078782-03:00,R$ 3.600.000,"Avenida Floresta, Residencial Aldeia do Vale",487 m²,3,6,5,R$ 1.900,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.079566-03:00,R$ 5.000.000,"Rua Aspília, Alphaville Cruzeiro",701 m²,4,4,6,R$ 1.100,,casas-de-condominio
2021-08-05 18:12:34.080347-03:00,R$ 1.800.000,"Rua Madri 8, Jardins Madri",269 m²,4,4,6,R$ 900,R$ 2.500,casas-de-condominio
2021-08-05 18:12:34.081198-03:00,R$ 2.750.000,"Jardins Verona, Goiânia",420 m²,4,6,8,,,casas-de-condominio
2021-08-05 18:12:34.081901-03:00,R$ 3.400.000,"Loteamento Alphaville Residencial , Goiânia",700 m²,5,8,6,,,casas-de-condominio
2021-08-05 18:12:34.082593-03:00,R$ 1.300.000,"Avenida dos Ipês, Jardins Lisboa",212 m²,3,2,1,R$ 650,R$ 1.200,casas-de-condominio
2021-08-05 18:12:34.083382-03:00,R$ 2.990.000,"Avenida Floresta, Residencial Aldeia do Vale",440 m²,5,3,5,,,casas-de-condominio
2021-08-05 18:12:34.084049-03:00,R$ 3.900.000,"Rua SC 46, São Carlos",550 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.084701-03:00,R$ 4.300.000,"Rua Sygnus, Residencial Alphaville Flamboyant",480 m²,4,2,6,,,casas-de-condominio
2021-08-05 18:12:34.085416-03:00,R$ 2.500.000,"Jardins Lisboa, Goiânia",433 m²,5,6,6,R$ 950,,casas-de-condominio
2021-08-05 18:12:34.086171-03:00,R$ 2.990.000,"Avenida Floresta, Aldeia do Vale",422 m²,5,6,5,R$ 1.400,,casas-de-condominio
2021-08-05 18:12:34.086725-03:00,R$ 3.850.000,"Residencial Aldeia do Vale, Goiânia",540 m²,5,6,7,,,casas-de-condominio
2021-08-05 18:12:34.087070-03:00,R$ 2.899.996,"Loteamento Alphaville Residencial , Goiânia",450 m²,4,4,5,R$ 1,R$ 1,casas-de-condominio
2021-08-05 18:12:34.087547-03:00,R$ 3.550.000,"Alameda do Bosque, Jardins Munique",380 m²,4,6,6,R$ 1.100,,casas-de-condominio
2021-08-05 18:12:34.087989-03:00,R$ 3.100.000,"Rua Ivaí, Alphaville Araguaia",391 m²,3,3,6,R$ 1.300,R$ 5.295,casas-de-condominio
2021-08-05 18:12:34.088462-03:00,R$ 2.400.000,"Rua Francisco Rodrigues de Souza, Condomínio do Lago",476 m²,3,4,4,R$ 1.000,,casas-de-condominio
2021-08-05 18:12:34.088874-03:00,R$ 3.900.000,"Alameda das Acácias, Residencial Aldeia do Vale",500 m²,5,4,7,,,casas-de-condominio
2021-08-05 18:12:34.089205-03:00,R$ 2.700.000,"Residencial Alphaville Flamboyant, Goiânia",573 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.089611-03:00,R$ 3.790.000,"Rua das Dálias, Jardins Milão",533 m²,4,5,7,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.089995-03:00,R$ 4.590.000,"Rua das Alpineas, Jardins Munique",510 m²,4,3,7,R$ 1.800,,casas-de-condominio
2021-08-05 18:12:34.090378-03:00,R$ 3.250.000,"Residencial Alphaville Flamboyant, Goiânia",412 m²,5,6,7,,,casas-de-condominio
2021-08-05 18:12:34.090746-03:00,R$ 4.400.000,"Residencial Alphaville Flamboyant, Goiânia",540 m²,4,4,5,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.091176-03:00,R$ 3.500.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",450 m²,4,5,5,,,casas-de-condominio
2021-08-05 18:12:34.091540-03:00,R$ 4.400.000,"ALPHAVILLE CRUZEIRO DO SUL, Goiânia",480 m²,4,4,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.091934-03:00,R$ 5.200.000,"Rua Alpha15, Residencial Alphaville",576 m²,4,6,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.092334-03:00,R$ 2.400.000,"Rua Lago 1, Condomínio do Lago",475 m²,3,4,5,R$ 800,,casas-de-condominio
2021-08-05 18:12:34.092764-03:00,R$ 3.800.000,"Residencial Aldeia do Vale, Goiânia",500 m²,5,2,6,,,casas-de-condominio
2021-08-05 18:12:34.093098-03:00,R$ 3.400.000,"Rua GV11, Residencial Granville",700 m²,4,6,7,,,casas-de-condominio
2021-08-05 18:12:34.093456-03:00,R$ 2.500.000,"Rua das Prímulas, Jardins Lisboa",407 m²,4,7,5,,,casas-de-condominio
2021-08-05 18:12:34.093795-03:00,R$ 2.200.000,"Jardins Lisboa, Goiânia",548 m²,5,4,5,R$ 650,,casas-de-condominio
2021-08-05 18:12:34.094182-03:00,R$ 2.730.000,"Rua Rio Novo, Alphaville Araguaia",270 m²,4,4,5,R$ 1.200,R$ 180,casas-de-condominio
2021-08-05 18:12:34.094643-03:00,R$ 2.500.000,"Rua SB 4, Loteamento Portal do Sol I",576 m²,6,4,8,R$ 1.250,,casas-de-condominio
2021-08-05 18:12:34.095046-03:00,R$ 3.200.000,"Avenida Diógenes Dolival Sampaio, Jardins Paris",555 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.095418-03:00,R$ 4.200.000,"Rua Mira, Residencial Alphaville Flamboyant",594 m²,5,6,7,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.095808-03:00,R$ 4.250.000,"Residencial Aldeia do Vale, Goiânia",622 m²,4,6,7,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.096181-03:00,R$ 2.200.000,"Rua das Gameleiras, Residencial Aldeia do Vale",399 m²,4,6,7,R$ 1.800,R$ 5.000,casas-de-condominio
2021-08-05 18:12:34.096652-03:00,R$ 4.000.000,"Avenida Diógenes Dolival Sampaio, Jardins Paris",590 m²,4,4,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.097055-03:00,R$ 2.680.000,"Residencial Aldeia do Vale, Goiânia",400 m²,4,8,7,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.097474-03:00,R$ 4.750.000,"Residencial Alphaville Flamboyant, Goiânia",478 m²,6,4,8,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.097878-03:00,R$ 4.300.000,"Avenida Floresta, Residencial Aldeia do Vale",512 m²,4,6,7,R$ 1.500,R$ 3.500,casas-de-condominio
2021-08-05 18:12:34.098346-03:00,R$ 1.690.000,"Rua SB 29, Loteamento Portal do Sol II",550 m²,4,8,6,,,casas-de-condominio
2021-08-05 18:12:34.098698-03:00,R$ 2.700.000,"Rua B4, Jardins Paris",334 m²,4,5,6,R$ 1.130,,casas-de-condominio
2021-08-05 18:12:34.099086-03:00,R$ 4.200.000,"Rua das Alpineas, Jardins Munique",440 m²,5,6,6,,,casas-de-condominio
2021-08-05 18:12:34.099423-03:00,R$ 3.150.000,"Jardins Milão, Goiânia",324 m²,4,4,6,R$ 950,,casas-de-condominio
2021-08-05 18:12:34.099804-03:00,R$ 4.000.000,"Avenida Vale Verde, Alphaville Flamboyant Residencial Araguaia",442 m²,5,6,6,R$ 1.250,,casas-de-condominio
2021-08-05 18:12:34.100175-03:00,R$ 1.800.000,"Rua GV4, Residencial Granville",327 m²,5,4,7,R$ 800,,casas-de-condominio
2021-08-05 18:12:34.100565-03:00,R$ 2.500.000,"Rua GV29, Residencial Granville",715 m²,5,4,6,,,casas-de-condominio
2021-08-05 18:12:34.100884-03:00,R$ 2.500.000,"Condomínio do Lago, Goiânia",369 m²,4,4,4,R$ 700,,casas-de-condominio
2021-08-05 18:12:34.101265-03:00,R$ 4.200.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",500 m²,6,4,8,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.101674-03:00,R$ 2.300.000,"Rua das Verbenas, Jardins Verona",350 m²,4,4,3,,,casas-de-condominio
2021-08-05 18:12:34.101993-03:00,R$ 5.750.000,"Rua Cachoeira Alta, Residencial Alphaville Flamboyant",550 m²,4,6,8,,,casas-de-condominio
2021-08-05 18:12:34.102621-03:00,R$ 2.980.000,"Rua B12, Jardins Paris",320 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.103001-03:00,R$ 1.800.000,"Residencial Goiânia Golfe Clube, Goiânia",406 m²,4,5,6,,,casas-de-condominio
2021-08-05 18:12:34.103538-03:00,R$ 3.300.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",276 m²,4,2,5,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.103964-03:00,R$ 4.400.000,"Rua Sygnus, ALPHAVILLE CRUZEIRO DO SUL",480 m²,4,4,7,R$ 1.500,R$ 5.000,casas-de-condominio
2021-08-05 18:12:34.104421-03:00,R$ 5.900.000,"Alameda das Espatódias, Residencial Aldeia do Vale",870 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.104814-03:00,R$ 2.800.000,"Avenida dos Jardins, Jardins Verona",349 m²,4,6,1,,,casas-de-condominio
2021-08-05 18:12:34.105172-03:00,R$ 2.650.000,"Avenida Floresta, Residencial Aldeia do Vale",510 m²,4,8,7,R$ 1.600,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.105637-03:00,R$ 2.200.000,"Rua GGC26, Portal do Sol",250 m²,5,4,5,R$ 10,R$ 10,casas-de-condominio
2021-08-05 18:12:34.106068-03:00,R$ 2.200.000,"Rua GGC26, PORTAL DO SOL GREEN",250 m²,5,4,5,R$ 10,R$ 10,casas-de-condominio
2021-08-05 18:12:34.106817-03:00,R$ 2.200.000,"Rua GGC26, Portal do Sol",250 m²,5,4,5,R$ 10,R$ 10,casas-de-condominio
2021-08-05 18:12:34.107263-03:00,R$ 3.000.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",309 m²,4,2,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.107743-03:00,R$ 2.250.000,"Rua Lago 3, Condomínio do Lago",280 m²,4,5,6,R$ 600,,casas-de-condominio
2021-08-05 18:12:34.108164-03:00,R$ 2.800.000,"Residencial Alphaville Flamboyant, Goiânia",582 m²,6,7,6,,,casas-de-condominio
2021-08-05 18:12:34.108531-03:00,R$ 1.950.000,"Jardins Lisboa, Goiânia",422 m²,5,2,5,R$ 735,R$ 376,casas-de-condominio
2021-08-05 18:12:34.108987-03:00,R$ 1.950.000,"Jardins Lisboa, Goiânia",422 m²,5,2,5,R$ 735,R$ 376,casas-de-condominio
2021-08-05 18:12:34.109417-03:00,R$ 1.100.000,"Setor Norte Ferroviario II, Goiânia",329 m²,10,6,5,,R$ 1.729,casas-de-condominio
2021-08-05 18:12:34.110122-03:00,R$ 3.000.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",350 m²,5,2,6,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.110646-03:00,R$ 5.300.000,"Alameda das Espatódias, Residencial Aldeia do Vale",750 m²,5,8,8,,,casas-de-condominio
2021-08-05 18:12:34.111010-03:00,R$ 5.300.000,"Alameda das Espatódias, Residencial Aldeia do Vale",750 m²,5,8,8,,,casas-de-condominio
2021-08-05 18:12:34.111374-03:00,R$ 2.500.000,"Residencial Alphaville Flamboyant, Goiânia",387 m²,5,4,7,R$ 1.400,,casas-de-condominio
2021-08-05 18:12:34.111828-03:00,R$ 3.300.000,"Rua das Alpineas, Jardins Munique",509 m²,4,1,4,,,casas-de-condominio
2021-08-05 18:12:34.112195-03:00,R$ 3.200.000,"Rua das Hortênsias, Jardins Milão",430 m²,4,,5,,,casas-de-condominio
2021-08-05 18:12:34.112562-03:00,R$ 2.600.000,"Rua dos Camarás, Jardins Verona",360 m²,4,,6,,,casas-de-condominio
2021-08-05 18:12:34.112889-03:00,R$ 2.718.000,"Jardins Verona, Goiânia",380 m²,5,4,2,,,casas-de-condominio
2021-08-05 18:12:34.113449-03:00,R$ 3.499.000,"Jardins Munique, Goiânia",380 m²,4,6,5,,,casas-de-condominio
2021-08-05 18:12:34.113880-03:00,R$ 3.499.000,"Jardins Munique, Goiânia",380 m²,4,6,5,,,casas-de-condominio
2021-08-05 18:12:34.114298-03:00,R$ 3.250.000,"Rua Morrinhos, ALPHAVILLE GOIAS",314 m²,4,4,6,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.114943-03:00,R$ 2.700.000,"Avenida Santa Bárbara, Loteamento Portal do Sol I",760 m²,4,8,7,R$ 1.140,,casas-de-condominio
2021-08-05 18:12:34.115473-03:00,R$ 2.700.000,"Rua Amaralina, Residencial Alphaville Flamboyant",360 m²,3,4,4,R$ 1.450,,casas-de-condominio
2021-08-05 18:12:34.115889-03:00,R$ 10.000.000,"Residencial Aldeia do Vale, Goiânia",830 m²,4,8,8,,,casas-de-condominio
2021-08-05 18:12:34.116263-03:00,R$ 1.750.000,"Rua Lago 1, Condomínio do Lago",256 m²,3,2,2,,,casas-de-condominio
2021-08-05 18:12:34.116635-03:00,R$ 10.000.000,"Rua Sírius, Residencial Alphaville Flamboyant",822 m²,5,,10,R$ 1.850,,casas-de-condominio
2021-08-05 18:12:34.117015-03:00,R$ 1.980.000,"Rua A23, Jardins Atenas",440 m²,5,,6,R$ 800,,casas-de-condominio
2021-08-05 18:12:34.117416-03:00,R$ 2.180.000,"Rua dos Camarás, Jardins Verona",360 m²,4,,7,,,casas-de-condominio
2021-08-05 18:12:34.117749-03:00,R$ 4.400.000,"Rua Aspília, Residencial Alphaville Flamboyant",480 m²,4,4,4,,,casas-de-condominio
2021-08-05 18:12:34.118115-03:00,R$ 1.800.000,"Rua GV4, Residencial Granville",340 m²,4,4,7,,,casas-de-condominio
2021-08-05 18:12:34.118461-03:00,R$ 4.500.000,"Rua Sírius, Residencial Alphaville",350 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.119002-03:00,R$ 3.300.000,"Alphaville Ipe, Goiânia",459 m²,4,4,6,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.119455-03:00,R$ 4.200.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",380 m²,4,6,7,,,casas-de-condominio
2021-08-05 18:12:34.120122-03:00,R$ 2.718.000,"Jardins Verona, Goiânia",380 m²,5,4,2,,,casas-de-condominio
2021-08-05 18:12:34.120550-03:00,R$ 1.500.000,"Rua GGC25, Residencial Goiânia Golfe Clube",226 m²,4,2,4,,,casas-de-condominio
2021-08-05 18:12:34.120920-03:00,R$ 2.790.000,"Alameda das Acácias, Residencial Aldeia do Vale",355 m²,4,4,7,,,casas-de-condominio
2021-08-05 18:12:34.121297-03:00,R$ 4.250.000,"Residencial Aldeia do Vale, Goiânia",622 m²,4,6,7,,,casas-de-condominio
2021-08-05 18:12:34.121665-03:00,R$ 2.300.000,"Rua das Palmeiras, Residencial Aldeia do Vale",409 m²,4,8,6,R$ 1.500,R$ 4.385,casas-de-condominio
2021-08-05 18:12:34.122110-03:00,R$ 3.000.000,"Residencial Aldeia do Vale, Goiânia",400 m²,4,3,3,R$ 1.800,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.122581-03:00,R$ 4.150.000,"Jardins Munique, Goiânia",403 m²,4,6,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.123010-03:00,R$ 2.200.000,"Rua Madri 16, Jardins Madri",323 m²,4,,5,R$ 700,,casas-de-condominio
2021-08-05 18:12:34.123432-03:00,R$ 7.750.000,"Residencial Alphaville Flamboyant, Goiânia",545 m²,4,4,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.123815-03:00,R$ 6.500.000,"ALPHAVILLE CRUZEIRO DO SUL, Goiânia",813 m²,4,12,8,,,casas-de-condominio
2021-08-05 18:12:34.124163-03:00,R$ 4.200.000,"Rua Caldas Novas, Alphaville Flamboyant",457 m²,5,8,5,,,casas-de-condominio
2021-08-05 18:12:34.124523-03:00,R$ 3.150.000,"Avenida Contorno dos Ipês, PORTAL DO SOL GREEN",530 m²,4,4,7,R$ 550,,casas-de-condominio
2021-08-05 18:12:34.124900-03:00,R$ 1.950.000,"Rua GV11, Residencial Granville",350 m²,5,4,7,,,casas-de-condominio
2021-08-05 18:12:34.125396-03:00,R$ 2.300.000,"Rua Veneto, Jardins Verona",377 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.126186-03:00,R$ 1.900.000,"Residencial Aldeia do Vale, Goiânia",454 m²,3,4,5,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.126726-03:00,R$ 2.900.000,"Residencial Aldeia do Vale, Goiânia",560 m²,5,6,8,,,casas-de-condominio
2021-08-05 18:12:34.127147-03:00,R$ 4.490.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",440 m²,5,6,7,,,casas-de-condominio
2021-08-05 18:12:34.127880-03:00,R$ 4.300.000,"Rua Alya, Residencial Alphaville Flamboyant",455 m²,4,2,6,,,casas-de-condominio
2021-08-05 18:12:34.128441-03:00,R$ 4.990.000,"ALPHAVILLE CRUZEIRO DO SUL, Goiânia",450 m²,4,4,7,R$ 1.500,R$ 4.400,casas-de-condominio
2021-08-05 18:12:34.128872-03:00,R$ 3.300.000,"Rua Caldas Novas, Residencial Alphaville Flamboyant",354 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.129211-03:00,R$ 1.890.000,"Rua A23, Jardins Atenas",306 m²,4,2,2,,,casas-de-condominio
2021-08-05 18:12:34.129599-03:00,R$ 3.300.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",276 m²,4,4,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.130132-03:00,R$ 4.790.000,"Rua Pegasus, Residencial Alphaville Flamboyant",450 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.130537-03:00,R$ 3.550.000,"Rua das Alpineas, Jardins Munique",380 m²,4,3,4,,,casas-de-condominio
2021-08-05 18:12:34.131115-03:00,R$ 5.000.000,"Rua A16, Jardins Atenas",550 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.131538-03:00,R$ 4.800.000,"Rua Amarilis, Jardins Munique",790 m²,4,5,7,,,casas-de-condominio
2021-08-05 18:12:34.131873-03:00,R$ 1.680.000,"Rua Lago 1, Chácaras Maringá",235 m²,3,2,4,,,casas-de-condominio
2021-08-05 18:12:34.132462-03:00,R$ 2.000.000,"Rua Madri 2, Jardins Madri",425 m²,3,6,5,R$ 850,R$ 2.400,casas-de-condominio
2021-08-05 18:12:34.132965-03:00,R$ 3.250.000,"Rua Caldas Novas, ALPHAVILLE GOIAS",412 m²,4,6,5,R$ 1.290,,casas-de-condominio
2021-08-05 18:12:34.133369-03:00,R$ 2.970.000,"Rua Alto Horizonte, ALPHAVILLE GOIAS",421 m²,3,,5,,,casas-de-condominio
2021-08-05 18:12:34.133936-03:00,R$ 2.990.000,"Residencial Aldeia do Vale, Goiânia",350 m²,4,6,5,R$ 1.300,R$ 2.915,casas-de-condominio
2021-08-05 18:12:34.134709-03:00,R$ 1.890.000,"Alameda das Acácias, Residencial Aldeia do Vale",413 m²,4,6,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.135431-03:00,R$ 3.900.000,"Rua das Aroeiras, Residencial Aldeia do Vale",1240 m²,5,3,6,,,casas-de-condominio
2021-08-05 18:12:34.136344-03:00,R$ 3.200.000,"Residencial Aldeia do Vale, Goiânia",600 m²,6,6,6,,,casas-de-condominio
2021-08-05 18:12:34.137494-03:00,R$ 3.400.000,"Rua GV18, Residencial Granville",535 m²,7,6,7,,,casas-de-condominio
2021-08-05 18:12:34.138129-03:00,R$ 4.500.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",500 m²,4,,7,,,casas-de-condominio
2021-08-05 18:12:34.138544-03:00,R$ 2.050.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",409 m²,3,,3,R$ 1.090,,casas-de-condominio
2021-08-05 18:12:34.138989-03:00,R$ 3.250.000,"Rua Pau Brasil, Residencial Alphaville Flamboyant",410 m²,4,4,7,R$ 1.400,R$ 3.500,casas-de-condominio
2021-08-05 18:12:34.139495-03:00,R$ 5.500.000,"Avenida Floresta, Residencial Aldeia do Vale",470 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.139934-03:00,R$ 4.000.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",626 m²,4,7,8,,,casas-de-condominio
2021-08-05 18:12:34.140536-03:00,R$ 7.500.000,"Avenida Alphaville Flamboyant, Residencial Alphaville Flamboyant",742 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.140909-03:00,R$ 2.700.000,"Residencial Aldeia do Vale, Goiânia",429 m²,4,2,6,R$ 1.400,,casas-de-condominio
2021-08-05 18:12:34.141933-03:00,R$ 4.980.000,"Rua A19, Jardins Atenas",550 m²,4,4,6,R$ 1.000,,casas-de-condominio
2021-08-05 18:12:34.142398-03:00,R$ 3.850.000,"Alameda do Bosque, Jardins Munique",550 m²,5,6,8,R$ 1.400,,casas-de-condominio
2021-08-05 18:12:34.142891-03:00,R$ 10.000.000,"Rua Sírius, Residencial Alphaville Flamboyant",828 m²,5,2,5,,,casas-de-condominio
2021-08-05 18:12:34.143452-03:00,R$ 2.900.000,"Jardins Verona, Goiânia",101 m²,4,,4,,,casas-de-condominio
2021-08-05 18:12:34.143995-03:00,R$ 1.500.000,"Condomínio do Lago, Goiânia",209 m²,3,4,4,R$ 650,,casas-de-condominio
2021-08-05 18:12:34.144474-03:00,R$ 1.980.000,"Jardins Lisboa, Goiânia",422 m²,5,,5,R$ 580,R$ 1.800,casas-de-condominio
2021-08-05 18:12:34.144967-03:00,R$ 5.600.000,"Residencial Aldeia do Vale, Goiânia",750 m²,4,4,7,R$ 1.840,,casas-de-condominio
2021-08-05 18:12:34.145653-03:00,R$ 2.950.000,"Rua Alpha15, ALPHAVILLE GOIAS",330 m²,5,4,5,R$ 1.600,R$ 180,casas-de-condominio
2021-08-05 18:12:34.146296-03:00,R$ 3.370.000,"Residencial Alphaville Flamboyant, Goiânia",520 m²,4,6,6,R$ 1.600,,casas-de-condominio
2021-08-05 18:12:34.146733-03:00,R$ 3.700.000,"Residencial Aldeia do Vale, Goiânia",489 m²,4,4,6,R$ 1.600,,casas-de-condominio
2021-08-05 18:12:34.147183-03:00,R$ 2.800.000,"Rua GGC24, Residencial Goiânia Golfe Clube",405 m²,4,4,2,,,casas-de-condominio
2021-08-05 18:12:34.147559-03:00,R$ 2.970.000,"Residencial Alphaville Flamboyant, Goiânia",421 m²,4,4,7,,,casas-de-condominio
2021-08-05 18:12:34.147915-03:00,R$ 4.500.000,"Rua das Caliandras, Jardins Munique",440 m²,6,6,8,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.148668-03:00,R$ 1.800.000,"Rua GV 21, Residencial Granville",327 m²,5,4,8,,,casas-de-condominio
2021-08-05 18:12:34.149068-03:00,R$ 4.400.000,"Rua Sírius, ALPHAVILLE CRUZEIRO DO SUL",480 m²,4,4,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.149561-03:00,R$ 4.200.000,"Jardins Paris, Goiânia",590 m²,4,6,8,,,casas-de-condominio
2021-08-05 18:12:34.150215-03:00,R$ 5.400.000,"Alphaville Ipe, Goiânia",562 m²,4,5,6,,,casas-de-condominio
2021-08-05 18:12:34.150770-03:00,R$ 2.900.000,"Residencial Alphaville Flamboyant, Goiânia",434 m²,4,4,7,R$ 1.365,,casas-de-condominio
2021-08-05 18:12:34.151203-03:00,R$ 6.500.000,"Rua Caldas Novas, Alphaville Ipês",718 m²,5,6,6,,,casas-de-condominio
2021-08-05 18:12:34.151627-03:00,R$ 8.190.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",570 m²,4,5,6,,,casas-de-condominio
2021-08-05 18:12:34.152028-03:00,R$ 2.800.000,"Rua das Mussaendas, Jardins Verona",323 m²,4,2,4,,,casas-de-condominio
2021-08-05 18:12:34.152353-03:00,R$ 4.500.000,"Avenida Diógenes Dolival Sampaio, Parque das Laranjeiras",590 m²,5,6,7,R$ 900,R$ 2.200,casas-de-condominio
2021-08-05 18:12:34.152922-03:00,R$ 4.500.000,"Jardins Munique, Goiânia",700 m²,5,4,5,R$ 1.200,R$ 546,casas-de-condominio
2021-08-05 18:12:34.153415-03:00,R$ 6.500.000,"Residencial Aldeia do Vale, Goiânia",586 m²,4,4,8,R$ 1.675,,casas-de-condominio
2021-08-05 18:12:34.153918-03:00,R$ 5.900.000,"Residencial Aldeia do Vale, Goiânia",808 m²,4,8,6,,,casas-de-condominio
2021-08-05 18:12:34.154297-03:00,R$ 5.000.000,"Rua Acapu, Residencial Alphaville Flamboyant",517 m²,4,4,6,,,casas-de-condominio
