DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 19:32:44.905774-03:00,R$ 900.000,"Setor Jaó, Goiânia",320 m²,3,4,3,,,casas
2021-08-05 19:32:44.906179-03:00,R$ 1.480.000,"Residencial Goiânia Golfe Clube, Goiânia",240 m²,3,3,5,R$ 600,,casas
2021-08-05 19:32:44.906674-03:00,R$ 790.000,"Avenida C107, Jardim América",2224 m²,3,5,4,,,casas
2021-08-05 19:32:44.907047-03:00,R$ 690.000,"Setor Sul, Goiânia",165 m²,4,2,3,,R$ 200,casas
2021-08-05 19:32:44.907518-03:00,R$ 699.915,"Jardim Atlântico, Goiânia",173 m²,3,2,1,,,casas
2021-08-05 19:32:44.907910-03:00,R$ 1.500.000,"Rua do Oriente, Setor Sol Nascente",435 m²,4,4,3,,R$ 1.000,casas
2021-08-05 19:32:44.908353-03:00,R$ 490.000,"Residencial Celina Park, Goiânia",33 m²,4,4,2,,,casas
2021-08-05 19:32:44.908760-03:00,R$ 430.000,"Rua dos Jasmins, Jardim Botânico",334 m²,5,4,5,,,casas
2021-08-05 19:32:44.909164-03:00,R$ 2.100.000,"Rua dos Jacarandás, Jardins Valencia",305 m²,4,4,5,,,casas
2021-08-05 19:32:44.909799-03:00,R$ 480.000,"Setor Bueno, Goiânia",176 m²,4,2,3,,R$ 1.000,casas
2021-08-05 19:32:44.910361-03:00,R$ 480.000,"Setor Bueno, Goiânia",176 m²,4,2,3,,R$ 1.000,casas
2021-08-05 19:32:44.910876-03:00,R$ 480.000,"Setor Bueno, Goiânia",176 m²,4,2,3,,R$ 1.000,casas
2021-08-05 19:32:44.911333-03:00,R$ 380.000,"Avenida Aristóteles, Jardim Mariliza",104 m²,2,3,2,,,casas
2021-08-05 19:32:44.911768-03:00,R$ 525.000,"Avenida T 2, Setor Sol Nascente",131 m²,3,,3,,,casas
2021-08-05 19:32:44.912140-03:00,R$ 1.900.000,"Rua dos Eucaliptos, Jardins Valencia",275 m²,4,3,6,,,casas
2021-08-05 19:32:44.912535-03:00,R$ 1.600.000,"Rua J34, Setor Jaó",508 m²,4,4,6,,,casas
2021-08-05 19:32:44.912885-03:00,R$ 420.000,"Rua MDV 7 A, Moinho dos Ventos",120 m²,3,2,2,,,casas
2021-08-05 19:32:44.913235-03:00,R$ 990.000,"Setor Sul, Goiânia",223 m²,3,2,3,,,casas
2021-08-05 19:32:44.913605-03:00,R$ 4.500.000,"Residencial Alphaville Flamboyant, Goiânia",480 m²,4,4,6,,,casas
2021-08-05 19:32:44.914173-03:00,R$ 990.000,"Rua Santarém, Parque Amazônia",378 m²,5,6,6,,,casas
2021-08-05 19:32:44.914670-03:00,R$ 400.000,"Rua 808, Vila Oswaldo Rosa",230 m²,3,1,2,,R$ 1.619,casas
2021-08-05 19:32:44.915149-03:00,R$ 2.290.000,"Residencial Goiânia Golfe Clube, Goiânia",328 m²,4,4,5,R$ 527,,casas
2021-08-05 19:32:44.916273-03:00,R$ 850.000,"Rua C 167, Jardim América",190 m²,4,4,6,,R$ 1.500,casas
2021-08-05 19:32:44.916829-03:00,R$ 900.000,"Rua 28, Jardim Goiás",250 m²,3,,6,,,casas
2021-08-05 19:32:44.917194-03:00,R$ 350.000,"Rua Costa Paranhos, Parque das Amendoeiras",120 m²,3,6,2,,,casas
2021-08-05 19:32:44.917608-03:00,R$ 425.000,"Rua Jales Machado de Siqueira, Bairro Rodoviario",206 m²,3,2,2,,,casas
2021-08-05 19:32:44.917982-03:00,R$ 500.000,"Avenida Consolação, Cidade Jardim",360 m²,3,,2,,,casas
2021-08-05 19:32:44.918354-03:00,R$ 1.450.000,"Avenida dos Ipês, Jardins Lisboa",197 m²,3,2,4,,,casas
2021-08-05 19:32:44.918775-03:00,R$ 2.650.000,"Rua das Helicônias, Jardins Verona",375 m²,4,4,5,,,casas
2021-08-05 19:32:44.919153-03:00,R$ 770.000,"Acesso 2, Goiania 2",360 m²,3,4,1,,,casas
2021-08-05 19:32:44.919556-03:00,R$ 800.000,"Rua Padre Feijó, Jardim Vila Boa",150 m²,3,5,4,,,casas
2021-08-05 19:32:44.919924-03:00,R$ 520.000,"Rua FL27, Parque das Flores",140 m²,3,2,2,,,casas
2021-08-05 19:32:44.920284-03:00,R$ 830.000,"Alameda Cachoeira, Setor Jaó",260 m²,3,4,5,,,casas
2021-08-05 19:32:44.920684-03:00,R$ 155.000,"Rua A12, Da Vitoria",50 m²,2,2,1,,,casas
2021-08-05 19:32:44.921452-03:00,R$ 625.000,"Residencial Campos Dourados, Goiânia",140 m²,3,2,2,,,casas
2021-08-05 19:32:44.922051-03:00,R$ 450.000,"Rua Patrocínio, Jardim Ana Lúcia",273 m²,4,3,2,,,casas
2021-08-05 19:32:44.922519-03:00,R$ 320.000,"Jardim Vitoria, Goiânia",390 m²,2,,2,,,casas
2021-08-05 19:32:44.922901-03:00,R$ 580.000,"Rua C155, Jardim América",262 m²,3,,1,,,casas
2021-08-05 19:32:44.923312-03:00,R$ 699.000,"Rua Gilvan Pimenta, Residencial Das Acacias",320 m²,5,5,5,,,casas
2021-08-05 19:32:44.923754-03:00,R$ 460.000,"Rua FN10, Jardim Fonte Nova",135 m²,3,1,2,,,casas
2021-08-05 19:32:44.924176-03:00,R$ 3.500.000,"Avenida Diógenes Dolival Sampaio, Jardins Paris",324 m²,4,4,6,,,casas
2021-08-05 19:32:44.924586-03:00,R$ 2.750.000,"Jardins Verona, Goiânia",456 m²,4,4,6,R$ 690,R$ 1.900,casas
2021-08-05 19:32:44.925056-03:00,R$ 1.690.000,"Residencial Goiânia Golfe Clube, Goiânia",230 m²,3,4,3,R$ 527,,casas
2021-08-05 19:32:44.925504-03:00,R$ 700.000,"Rua 25 A, Setor Aeroporto",491 m²,3,5,4,,,casas
2021-08-05 19:32:44.925867-03:00,R$ 435.000,"Praça Princesa Margareth, Jardim Europa",190 m²,4,2,2,,,casas
2021-08-05 19:32:44.926238-03:00,R$ 1.100.000,"Avenida T 13, Setor Bela Vista",225 m²,4,3,3,,,casas
2021-08-05 19:32:44.926962-03:00,R$ 450.000,"Rua RI 16, Residencial Itaipu",180 m²,2,,2,,,casas
2021-08-05 19:32:44.927357-03:00,R$ 2.000.000,"Rua GV18, Residencial Granville",280 m²,3,4,5,,,casas
2021-08-05 19:32:44.927743-03:00,R$ 1.550.000,"Avenida dos Ipês, Jardins Lisboa",197 m²,4,2,5,,,casas
2021-08-05 19:32:44.928152-03:00,R$ 950.000,"Rua 104, Setor Sul",300 m²,5,3,4,,,casas
2021-08-05 19:32:44.928540-03:00,R$ 270.000,"Rua RM 5, Residencial Guarema",60 m²,2,1,1,,,casas
2021-08-05 19:32:44.928883-03:00,R$ 450.000,"Residencial Center Ville, Goiânia",131 m²,3,2,1,,,casas
2021-08-05 19:32:44.929225-03:00,R$ 990.000,"Setor Sul, Goiânia",223 m²,3,2,1,,R$ 3.394,casas
2021-08-05 19:32:44.929645-03:00,R$ 1.450.000,"Rua GGC28, PORTAL DO SOL GREEN",240 m²,3,4,5,R$ 550,,casas
2021-08-05 19:32:44.930038-03:00,R$ 1.370.000,"Avenida São João, Vila Maria José",227 m²,4,4,6,,,casas
2021-08-05 19:32:44.930396-03:00,R$ 850.000,"Jardim Mariliza, Goiânia",331 m²,4,2,4,,,casas
2021-08-05 19:32:44.930747-03:00,R$ 450.000,"Rua Itororó, Jardim Leblon",300 m²,2,,4,,,casas
2021-08-05 19:32:44.931090-03:00,R$ 1.950.000,"Rua Madri 12, Jardins Madri",360 m²,4,4,5,R$ 600,,casas
2021-08-05 19:32:44.931508-03:00,R$ 500.000,"Parque Amazônia, Goiânia",276 m²,3,3,2,,,casas
2021-08-05 19:32:44.932112-03:00,R$ 500.000,"Parque Amazônia, Goiânia",276 m²,3,3,2,,,casas
2021-08-05 19:32:44.932544-03:00,R$ 588.000,"Rua Direita, Setor Sol Nascente",272 m²,3,6,1,,R$ 500,casas
2021-08-05 19:32:44.932932-03:00,R$ 750.000,"Avenida Nicolau Copérnico, Jardim da Luz",326 m²,4,4,4,,,casas
2021-08-05 19:32:44.933295-03:00,R$ 690.000,"Rua 119, Setor Sul",250 m²,3,3,2,,,casas
2021-08-05 19:32:44.933659-03:00,R$ 1.280.000,"Residencial Granville, Goiânia",320 m²,4,4,5,,,casas
2021-08-05 19:32:44.933998-03:00,R$ 430.000,"Jardim Botânico, Goiânia",334 m²,5,4,4,,,casas
2021-08-05 19:32:44.934347-03:00,R$ 1.450.000,"Jardins Lisboa, Goiânia",198 m²,3,4,4,R$ 600,,casas
2021-08-05 19:32:44.934943-03:00,R$ 175.000,"Rua CV 12, Residencial Center Ville",54 m²,2,3,1,,,casas
2021-08-05 19:32:44.935323-03:00,R$ 550.000,"Rua Jacuna, Jardim Atlântico",250 m²,4,2,5,,,casas
2021-08-05 19:32:44.935673-03:00,R$ 580.000,"Sudoeste, Goiânia",296 m²,4,4,1,,,casas
2021-08-05 19:32:44.936004-03:00,R$ 840.000,"Rua do Marisco, Jardim Atlântico",178 m²,4,2,5,,,casas
2021-08-05 19:32:44.936365-03:00,R$ 500.000,"Rua Getúlio de Sá, Conjunto Morada Nova",231 m²,5,4,3,R$ 1,R$ 1,casas
2021-08-05 19:32:44.936837-03:00,R$ 420.000,"Rua Onze de Janeiro, Vila Aurora Oeste",118 m²,3,1,3,,,casas
2021-08-05 19:32:44.937607-03:00,R$ 770.000,"Acesso 2, Goiania 2",360 m²,3,4,1,,,casas
2021-08-05 19:32:44.938001-03:00,R$ 950.000,"Rua P 40, Setor dos Funcionários",307 m²,4,4,4,,,casas
2021-08-05 19:32:44.938392-03:00,R$ 2.799.000,"Rua V 8, Vila Rezende",796 m²,4,4,2,,R$ 2.000,casas
2021-08-05 19:32:44.938843-03:00,R$ 900.000,"Rua C81, Setor Sudoeste",522 m²,4,3,3,,,casas
2021-08-05 19:32:44.939328-03:00,R$ 250.000,"Rua RB 6, Residencial Recanto do Bosque",72 m²,3,2,1,,,casas
2021-08-05 19:32:44.939864-03:00,R$ 1.300.000,"Setor Sudoeste, Goiânia",700 m²,4,5,5,,,casas
2021-08-05 19:32:44.940383-03:00,R$ 700.000,"Setor Jaó, Goiânia",292 m²,5,3,4,,,casas
2021-08-05 19:32:44.940867-03:00,R$ 2.200.000,"Rua dos Jacarandás, Jardins Valencia",391 m²,4,4,5,,,casas
2021-08-05 19:32:44.941255-03:00,R$ 300.000,"Parque Santa Rita, Goiânia",360 m²,2,1,1,,,casas
2021-08-05 19:32:44.941706-03:00,R$ 180.000,"Residencial Brisas do Cerrado, Goiânia",45 m²,2,2,1,R$ 190,,casas
2021-08-05 19:32:44.942197-03:00,R$ 1.990.000,"Rua GGC24, Residencial Goiânia Golfe Clube",330 m²,4,4,6,R$ 700,,casas
2021-08-05 19:32:44.943281-03:00,R$ 180.000,"Residencial Brisas do Cerrado, Goiânia",45 m²,2,2,1,R$ 190,,casas
2021-08-05 19:32:44.943970-03:00,R$ 1.990.000,"Rua GGC24, Residencial Goiânia Golfe Clube",330 m²,4,4,6,R$ 700,,casas
2021-08-05 19:32:44.944505-03:00,R$ 525.000,"Setor Sol Nascente, Goiânia",131 m²,3,2,4,,,casas
2021-08-05 19:32:44.944907-03:00,R$ 295.000,"Avenida São Clemente, Setor Sao Jose",120 m²,2,1,1,,,casas
2021-08-05 19:32:44.945293-03:00,R$ 1.498.000,"Jardins Lisboa, Goiânia",377 m²,4,4,6,R$ 490,R$ 1.600,casas
2021-08-05 19:32:44.945799-03:00,R$ 700.000,"Rua Líbero Badaró, Cidade Jardim",485 m²,3,,5,,,casas
2021-08-05 19:32:44.946159-03:00,R$ 900.000,"Avenida D, Jardim Goiás",388 m²,6,2,6,,,casas
2021-08-05 19:32:44.946578-03:00,R$ 410.000,"Acesso 1, Goiania 2",108 m²,3,1,1,,R$ 180,casas
2021-08-05 19:32:44.947041-03:00,R$ 1.590.000,"Jardins Lisboa, Goiânia",427 m²,4,4,5,R$ 580,R$ 1.680,casas
2021-08-05 19:32:44.947600-03:00,R$ 240.000,"Rua CD10, Conjunto Cachoeira Dourada",200 m²,3,,1,,,casas
2021-08-05 19:32:44.948601-03:00,R$ 1.599.000,"Rua A10, Jardins Atenas",319 m²,4,4,1,,,casas
2021-08-05 19:32:44.948979-03:00,R$ 380.000,"Parque Amazônia, Goiânia",156 m²,3,1,1,,,casas
2021-08-05 19:32:44.949336-03:00,R$ 630.000,"Rua José Gomes Bailão, Cidade Jardim",289 m²,4,,2,,,casas
2021-08-05 19:32:44.949695-03:00,R$ 1.800.000,"Rua Madri 1, Jardins Madri",270 m²,4,4,5,R$ 800,R$ 1,casas
2021-08-05 19:32:44.950214-03:00,R$ 200.000,,,,,,,,casas
2021-08-05 19:32:44.950521-03:00,R$ 650.000,"Avenida Lúcio Rebelo, Setor Alto do Vale",300 m²,3,3,3,,,casas
2021-08-05 19:32:44.950886-03:00,R$ 620.000,"Residencial Hugo de Moraes, Goiânia",320 m²,4,4,4,,,casas
2021-08-05 19:32:44.951260-03:00,R$ 880.000,"Jardim América, Goiânia",263 m²,4,4,3,,,casas
2021-08-05 19:32:44.951663-03:00,R$ 880.000,"Jardim América, Goiânia",263 m²,4,4,3,,,casas
2021-08-05 19:32:44.952013-03:00,R$ 514.996,"Parque Atheneu, Goiânia",208 m²,4,5,1,,R$ 1,casas
2021-08-05 19:32:44.952448-03:00,R$ 514.996,"Parque Atheneu, Goiânia",208 m²,4,5,1,,R$ 1,casas
2021-08-05 19:32:44.952854-03:00,R$ 350.000,"Avenida Aristóteles, Jardim Mariliza",110 m²,3,,2,,,casas
2021-08-05 19:32:44.953185-03:00,R$ 740.000,"Rua Finlândia, Jardim Europa",349 m²,4,,2,,,casas
2021-08-05 19:32:44.953826-03:00,R$ 680.000,"Setor Coimbra, Goiânia",181 m²,3,2,3,,,casas
2021-08-05 19:32:44.954564-03:00,R$ 750.000,"Setor Nova Suiça, Goiânia",240 m²,5,5,4,,R$ 307,casas
2021-08-05 19:32:44.955069-03:00,R$ 470.000,"Setor Leste Vila Nova, Goiânia",221 m²,3,2,2,,,casas
2021-08-05 19:32:44.955487-03:00,R$ 1.100.000,"Rua Araponga, Santa Genoveva",406 m²,5,5,7,,,casas
2021-08-05 19:32:44.955846-03:00,R$ 1.200.000,"Avenida dos Ipês, Jardins Lisboa",190 m²,3,2,5,,,casas
2021-08-05 19:32:44.956221-03:00,R$ 300.000,"Rua CM10, Cândida de Moraes",90 m²,2,3,1,,,casas
2021-08-05 19:32:44.956609-03:00,R$ 325.000,"Setor Morais, Goiânia",115 m²,3,4,1,,,casas
2021-08-05 19:32:44.956967-03:00,R$ 410.000,"Rua Guimarães Natal, Setor Leste Vila Nova",141 m²,3,2,2,,R$ 1.200,casas
2021-08-05 19:32:44.957392-03:00,R$ 1.500.000,"Rodovia GO-020, PORTAL DO SOL GREEN",225 m²,4,6,6,R$ 600,,casas
2021-08-05 19:32:44.957839-03:00,R$ 120.000,"Rua Concórdia, Residencial Santa Fe",55 m²,2,1,1,,R$ 236,casas
2021-08-05 19:32:44.958248-03:00,R$ 600.000,"Alameda Adílio Ferreira, Cidade Jardim",181 m²,4,3,2,,,casas
2021-08-05 19:32:44.958626-03:00,R$ 2.750.000,"Jardins Verona, Goiânia",380 m²,5,4,6,R$ 600,,casas
2021-08-05 19:32:44.959360-03:00,R$ 770.000,"Rua Mármore, Goiania 2",170 m²,3,4,4,,,casas
2021-08-05 19:32:44.959745-03:00,R$ 1.200.000,"Rua 115, Setor Sul",350 m²,3,6,3,,,casas
2021-08-05 19:32:44.960090-03:00,R$ 200.000,"Jardim Europa, Goiânia",53 m²,2,1,1,R$ 170,,casas
2021-08-05 19:32:44.960511-03:00,R$ 750.000,"Setor Leste Universitário, Goiânia",400 m²,4,3,2,,,casas
2021-08-05 19:32:44.960847-03:00,R$ 670.000,"Avenida Mato Grosso do Sul, Setor Perim",267 m²,2,10,2,,R$ 417,casas
2021-08-05 19:32:44.961275-03:00,R$ 1.499.000,"Rua J17, Setor Jaó",274 m²,4,4,5,,,casas
2021-08-05 19:32:44.961638-03:00,R$ 1.450.000,"Residencial Goiânia Golfe Clube, Goiânia",216 m²,3,2,5,R$ 600,R$ 800,casas
2021-08-05 19:32:44.962077-03:00,R$ 1.500.000,"Avenida T 6, Setor Bueno",270 m²,4,6,4,,,casas
2021-08-05 19:32:44.962426-03:00,R$ 310.000,"Rua CD1, Conjunto Cachoeira Dourada",180 m²,6,3,3,,,casas
2021-08-05 19:32:44.962764-03:00,R$ 1.500.000,"Rua Madri 20, Jardins Madri",288 m²,4,4,5,,,casas
2021-08-05 19:32:44.963089-03:00,R$ 380.000,"Rua Dona Stela, Setor Negrão de Lima",360 m²,3,4,1,,,casas
2021-08-05 19:32:44.963443-03:00,R$ 300.000,"Jardim Nova Esperança, Goiânia",92 m²,3,2,1,,,casas
2021-08-05 19:32:44.963776-03:00,R$ 945.000,"Rua P 25, Setor Centro Oeste",332 m²,3,2,4,,,casas
2021-08-05 19:32:44.964112-03:00,R$ 1.450.000,"Residencial Goiânia Golfe Clube, Goiânia",228 m²,3,2,5,R$ 600,R$ 800,casas
2021-08-05 19:32:44.965073-03:00,R$ 700.000,"Rua Dona Firmina, Sítio de Recreio Ipê",254 m²,3,2,3,R$ 500,,casas
2021-08-05 19:32:44.965580-03:00,R$ 1.700.000,"Residencial Goiânia Golfe Clube, Goiânia",280 m²,3,4,4,R$ 537,,casas
2021-08-05 19:32:44.966029-03:00,R$ 2.090.000,"Rua das Camomilas, Jardins Verona",309 m²,3,4,4,,,casas
2021-08-05 19:32:44.966435-03:00,R$ 240.000,"Rua 19 de Novembro, Vila Maria Dilce",125 m²,2,2,1,,R$ 450,casas
2021-08-05 19:32:44.966867-03:00,R$ 380.000,"Rua Cruzeiro do Sul, Jardim Bela Vista",90 m²,2,4,1,,,casas
2021-08-05 19:32:44.967215-03:00,R$ 350.000,"Avenida A, Água Branca",99 m²,3,2,2,,,casas
2021-08-05 19:32:44.967611-03:00,R$ 550.000,"Jardim Presidente, Goiânia",300 m²,3,3,3,,,casas
2021-08-05 19:32:44.967993-03:00,R$ 1.700.000,"Rua das Agaves, Jardins Lisboa",210 m²,3,4,4,R$ 680,,casas
2021-08-05 19:32:44.968439-03:00,R$ 1.190.000,"Rua SB 23, Loteamento Portal do Sol I",290 m²,4,4,4,,,casas
2021-08-05 19:32:44.968830-03:00,R$ 1.149.000,"Avenida C 171, Jardim América",258 m²,5,6,4,,,casas
2021-08-05 19:32:44.969194-03:00,R$ 800.000,"Setor Leste Universitário, Goiânia",183 m²,4,3,4,,R$ 980,casas
2021-08-05 19:32:44.969644-03:00,R$ 380.000,"Rua Caracas, Jardim Novo Mundo",200 m²,3,2,1,,,casas
2021-08-05 19:32:44.970542-03:00,R$ 2.000.000,"Rodovia GO-020, PORTAL DO SOL GREEN",330 m²,4,4,5,,,casas
2021-08-05 19:32:44.971020-03:00,R$ 890.000,"Setor Negrão de Lima, Goiânia",269 m²,3,,2,,,casas
2021-08-05 19:32:44.971421-03:00,R$ 350.000,"Rua 31B, Setor Garavelo",90 m²,2,2,1,,,casas
2021-08-05 19:32:44.971810-03:00,R$ 3.300.000,"Alphaville Araguaia, Goiânia",269 m²,4,3,6,R$ 1.200,,casas
2021-08-05 19:32:44.972269-03:00,R$ 160.000,"Conjunto Vera Cruz, Goiânia",200 m²,2,1,3,,,casas
2021-08-05 19:32:44.972674-03:00,R$ 649.000,"Rua C90, Setor Sudoeste",157 m²,2,14,2,,,casas
2021-08-05 19:32:44.973038-03:00,R$ 950.000,"Jardim Mariliza, Goiânia",206 m²,4,2,4,R$ 680,,casas
2021-08-05 19:32:44.973458-03:00,R$ 470.000,"Rua Domingos Abreu Vieira, Cidade Jardim",130 m²,4,4,2,,,casas
2021-08-05 19:32:44.973819-03:00,R$ 495.000,"Setor Sudoeste, Goiânia",129 m²,3,2,2,,,casas
2021-08-05 19:32:44.974152-03:00,R$ 1.800.000,"Setor Jaó, Goiânia",508 m²,4,5,7,,,casas
2021-08-05 19:32:44.974529-03:00,R$ 800.000,"Rua P 8, Setor dos Funcionários",300 m²,2,3,3,,,casas
2021-08-05 19:32:44.975465-03:00,R$ 1.800.000,"Setor Jaó, Goiânia",508 m²,4,5,7,,,casas
2021-08-05 19:32:44.975948-03:00,R$ 800.000,"Rua P 8, Setor dos Funcionários",300 m²,2,3,3,,,casas
2021-08-05 19:32:44.976349-03:00,R$ 1.270.000,"Setor Jaó, Goiânia",318 m²,4,4,2,,R$ 2.284,casas
2021-08-05 19:32:44.976798-03:00,R$ 1.270.000,"Setor Jaó, Goiânia",318 m²,4,4,2,,R$ 2.284,casas
2021-08-05 19:32:44.977208-03:00,R$ 920.000,"Residencial Morumbi, Goiânia",420 m²,5,8,2,,,casas
2021-08-05 19:32:44.977584-03:00,R$ 600.000,"Parque Anhangüera, Goiânia",450 m²,3,2,1,,,casas
2021-08-05 19:32:44.977925-03:00,R$ 1.100.000,"Rua C31, Jardim América",432 m²,4,2,5,,,casas
2021-08-05 19:32:44.978276-03:00,R$ 480.000,"Rua FL 41, Parque das Flores",225 m²,3,2,1,,,casas
2021-08-05 19:32:44.978663-03:00,R$ 2.400.000,"Avenida Marginal Barreiro, Jardins Valencia",300 m²,4,4,4,,,casas
2021-08-05 19:32:44.979007-03:00,R$ 210.000,"Vila Mauá, Goiânia",100 m²,2,,1,,,casas
2021-08-05 19:32:44.979359-03:00,R$ 1.450.000,"Rodovia GO-020, Residencial Goiânia Golfe Clube",240 m²,3,2,5,R$ 527,,casas
2021-08-05 19:32:44.979790-03:00,R$ 960.000,"Setor Faiçalville, Goiânia",251 m²,4,4,6,,,casas
2021-08-05 19:32:44.980127-03:00,R$ 2.100.000,"Rua dos Jacarandás, Jardins Valencia",305 m²,4,4,5,,,casas
2021-08-05 19:32:44.980755-03:00,R$ 2.100.000,"Rua dos Jacarandás, Jardins Valencia",305 m²,4,4,5,,,casas
2021-08-05 19:32:44.981135-03:00,R$ 1.200.000,"Loteamento Portal do Sol I, Goiânia",306 m²,4,2,4,,,casas
2021-08-05 19:32:44.981509-03:00,R$ 1.450.000,"Residencial Goiânia Golfe Clube, Goiânia",240 m²,3,4,3,R$ 600,,casas
2021-08-05 19:32:44.982125-03:00,R$ 1.450.000,"Rua SB 27, Condominio Portal do Sol II",260 m²,3,4,4,R$ 1,R$ 1,casas
2021-08-05 19:32:44.982714-03:00,R$ 500.000,"Setor Faiçalville, Goiânia",120 m²,3,2,3,,,casas
2021-08-05 19:32:44.983109-03:00,R$ 320.000,"Rua SC 4, Goiania 2",160 m²,4,3,1,,,casas
2021-08-05 19:32:44.983522-03:00,R$ 3.150.000,"Rua B17, Jardins Paris",336 m²,4,4,6,,,casas
2021-08-05 19:32:44.983882-03:00,R$ 2.790.000,"Jardins Verona, Goiânia",375 m²,3,4,5,,,casas
2021-08-05 19:32:44.984250-03:00,R$ 750.000,"Rua Niterói, Parque Amazônia",147 m²,3,4,4,,,casas
2021-08-05 19:32:44.984638-03:00,R$ 190.000,"Conjunto Vera Cruz, Goiânia",85 m²,2,,2,,,casas
2021-08-05 19:32:44.984983-03:00,R$ 650.000,"Rua Ceci, Vila Rosa",300 m²,2,1,1,,R$ 1.374,casas
2021-08-05 19:32:44.985431-03:00,R$ 720.000,"Rua Getúlio Vargas, Parque Anhangüera",234 m²,5,7,4,,R$ 1.172,casas
2021-08-05 19:32:44.986105-03:00,R$ 600.000,"Goiania 2, Goiânia",175 m²,3,2,2,,,casas
2021-08-05 19:32:44.986586-03:00,R$ 700.000,"Jardim América, Goiânia",187 m²,4,4,3,,,casas
2021-08-05 19:32:44.986921-03:00,R$ 1.550.000,"Avenida T 5, Serrinha",350 m²,3,4,4,,R$ 3.484,casas
2021-08-05 19:32:44.987337-03:00,R$ 1.340.000,"Rua Joaquim Nicolau, Zona Rural",180 m²,3,2,4,R$ 330,,casas
2021-08-05 19:32:44.987756-03:00,R$ 2.100.000,"Avenida Contorno dos Ipês, Residencial Goiânia Golfe Clube",270 m²,4,2,6,R$ 590,R$ 1.800,casas
2021-08-05 19:32:44.988200-03:00,R$ 1.390.000,"Rua SB 41, Loteamento Portal do Sol II",269 m²,4,6,5,,,casas
2021-08-05 19:32:44.988558-03:00,R$ 740.000,"Jardim Europa, Goiânia",349 m²,4,2,2,,,casas
2021-08-05 19:32:44.988892-03:00,R$ 649.900,"Rua dos Diamantes, Goiania 2",179 m²,3,4,4,,,casas
2021-08-05 19:32:44.989240-03:00,R$ 2.000.000,"Rua dos Ipês, Jardins Valencia",337 m²,5,4,6,,,casas
2021-08-05 19:32:44.989614-03:00,R$ 950.000,"Rua C181A, Setor Nova Suiça",230 m²,5,6,5,R$ 10,R$ 300,casas
2021-08-05 19:32:44.990049-03:00,R$ 850.000,"Avenida Sucuri, Setor Jaó",310 m²,3,4,5,,,casas
2021-08-05 19:32:44.990392-03:00,R$ 380.000,"Rua Taguari, Parque Amazônia",422 m²,4,,1,,,casas
2021-08-05 19:32:44.990723-03:00,R$ 850.000,"Rua VV 5, Village Veneza",227 m²,4,4,5,,,casas
2021-08-05 19:32:44.991079-03:00,R$ 690.000,"Vila Rezende, Goiânia",237 m²,4,2,4,,,casas
2021-08-05 19:32:44.991732-03:00,R$ 1.200.000,"Setor Jaó, Goiânia",318 m²,4,4,3,,,casas
2021-08-05 19:32:44.992105-03:00,R$ 120.000,"Conjunto Habitacional Madre Germana II, Goiânia",91 m²,2,,1,,R$ 216,casas
2021-08-05 19:32:44.992507-03:00,R$ 120.000,"Conjunto Habitacional Madre Germana II, Goiânia",91 m²,2,,1,,R$ 216,casas
2021-08-05 19:32:44.992870-03:00,R$ 945.000,"Rua da Concórdia, Santa Genoveva",204 m²,3,3,3,,,casas
2021-08-05 19:32:44.993212-03:00,R$ 1.650.000,"Rua GGC24, PORTAL DO SOL GREEN",230 m²,3,4,5,R$ 1.300,R$ 1.300,casas
2021-08-05 19:32:44.993739-03:00,R$ 400.000,"Vila Pedroso, Goiânia",344 m²,3,1,2,,,casas
2021-08-05 19:32:44.994082-03:00,R$ 1.500.000,"Rodovia GO-020, PORTAL DO SOL GREEN",234 m²,3,4,1,R$ 520,,casas
2021-08-05 19:32:44.994497-03:00,R$ 520.000,"Rua 246, Setor Coimbra",450 m²,4,7,2,,,casas
2021-08-05 19:32:44.994836-03:00,R$ 1.450.000,"Rua GGC26, Residencial Goiânia Golfe Clube",203 m²,3,4,5,R$ 550,,casas
2021-08-05 19:32:44.995236-03:00,R$ 1.600.000,"Setor Jaó, Goiânia",508 m²,4,5,2,,R$ 2.500,casas
2021-08-05 19:32:44.995632-03:00,R$ 799.000,"Setor Nova Suiça, Goiânia",223 m²,3,4,3,,,casas
2021-08-05 19:32:44.995973-03:00,R$ 1.300.000,"Rua Araponga, Santa Genoveva",371 m²,4,5,3,,R$ 2.103,casas
2021-08-05 19:32:44.996923-03:00,R$ 730.000,"Rua 93, Setor Sul",357 m²,3,,3,,,casas
2021-08-05 19:32:44.997436-03:00,R$ 999.000,"Parque Amazônia, Goiânia",191 m²,4,4,6,R$ 500,,casas
2021-08-05 19:32:44.997994-03:00,R$ 199.000,"Avenida Juiz de Fora, Jardim Novo Mundo",45 m²,2,1,1,R$ 100,,casas
2021-08-05 19:32:44.998503-03:00,R$ 1.090.000,"Setor Sudoeste, Goiânia",450 m²,3,6,5,,,casas
2021-08-05 19:32:44.998913-03:00,R$ 2.790.000,"Jardins Verona, Goiânia",375 m²,3,4,6,,,casas
2021-08-05 19:32:44.999382-03:00,R$ 350.000,"Rua Bagé, Jardim Novo Mundo",216 m²,2,1,1,,,casas
